signal ,province,city,job,salary,company,experience,education,scale
周口5,河南,周口,电商运营,5k-8k,艾瑞奇,1年以内,本科,20-99人
周口5,河南,周口,运维工程师,4k-6k,华博钢构,1年以内,本科,20-99人
周口5,河南,周口,数据优化师,4k-6k,蓝云科技,1-3年,本科,0-20人
周口5,河南,周口,产品经理,6k-12k,喜动体育科技,1-3年,本科,20-99人
周口5,河南,周口,系统配置管理员,2k-5k,神州信息,应届生,大专,1000-9999人
周口5,河南,周口,数据库维护,7k-8k,百宝新媒体,3-5年,本科,100-499人
周口5,河南,周口,培训师,4k-7k,行智美教育,经验不限,本科,0-20人
周口5,河南,周口,图像处理,4k-5k,疆豫科技,1年以内,大专,100-499人
周口5,河南,周口,pc软件开发,6k-7k,龙子科技,3-5年,学历不限,20-99人
周口5,河南,周口,产品经理,5k-6k,比林户外,经验不限,学历不限,0-20人
周口5,河南,周口,知识产权顾问,4k-8k,商盾知识产权,1年以内,大专,0-20人
周口5,河南,周口,自媒体,3k-6k,一木科技,1年以内,大专,20-99人
周口6,河南,周口,产品经理,5k-8k,黑熊搏击,1年以内,本科,20-99人
镇江2,江苏,镇江,数据分析,6k-8k,南京新生,3-5年,大专,1000-9999人
镇江2,江苏,镇江,数据分析专员,4k-6k,美菜网,1年以内,本科,10000人以上
镇江2,江苏,镇江,数据分析,4k-8k,南京舜和,经验不限,大专,500-999人
镇江2,江苏,镇江,数据分析师,4k-8k,思特盟科技教育,1-3年,本科,100-499人
镇江2,江苏,镇江,数据分析,5k-8k,新生医疗美容有限公司,1年以内,大专,1000-9999人
镇江2,江苏,镇江,数据分析师,8k-10k,听雪电子商务,1-3年,本科,100-499人
镇江2,江苏,镇江,数据分析,4k-8k,新生医疗美容有限公司,1-3年,大专,1000-9999人
镇江2,江苏,镇江,数据分析师,5k-10k,美康粉黛,1年以内,本科,100-499人
镇江2,江苏,镇江,数据分析师,4k-8k,南京舜和,1-3年,本科,500-999人
镇江2,江苏,镇江,数据分析师,4k-8k,万得,1-3年,本科,1000-9999人
镇江2,江苏,镇江,数据分析师,4k-5k,新生医美,1年以内,大专,1000-9999人
镇江2,江苏,镇江,助理数据分析员,4k-6k,万得,1年以内,本科,1000-9999人
镇江2,江苏,镇江,商业数据分析,10k-20k,世界村集团,3-5年,本科,10000人以上
镇江2,江苏,镇江,数据分析老师,6k-8k,南京恒一,1-3年,本科,20-99人
镇江2,江苏,镇江,数据分析师,5k-7k,新生医疗美容有限公司,1-3年,大专,1000-9999人
镇江2,江苏,镇江,助理数据分析,4k-5k,万得,应届生,本科,1000-9999人
镇江2,江苏,镇江,遥感数据分析师,10k-20k,佳格大数据,1-3年,本科,100-499人
镇江2,江苏,镇江,运营数据分析专员,4k-5k,运满满,1-3年,大专,1000-9999人
镇江2,江苏,镇江,数据分析师,15k-25k,苏宁云商集团,3-5年,本科,10000人以上
镇江2,江苏,镇江,数据分析（证券、财务、经济、行业）,4k-7k,万得,1-3年,本科,1000-9999人
镇江2,江苏,镇江,数据分析师,10k-15k,南京汇银迅,1-3年,本科,100-499人
镇江2,江苏,镇江,风控数据分析师,20k-40k,Suning,5-10年,本科,10000人以上
镇江2,江苏,镇江,数据分析（营运）主管/专员级,4k-8k,美菜网,1-3年,大专,10000人以上
镇江2,江苏,镇江,数据分析,4k-6k,万得,1年以内,本科,1000-9999人
镇江2,江苏,镇江,数据分析实习生,3k-5k,南京智精灵,应届生,本科,20-99人
镇江2,江苏,镇江,数据分析师,3k-4k,可优米网络科技,经验不限,学历不限,100-499人
镇江2,江苏,镇江,营销数据分析师,12k-24k,苏宁,3-5年,本科,10000人以上
镇江2,江苏,镇江,数据分析师,6k-12k,爱袋网络,1-3年,本科,20-99人
镇江2,江苏,镇江,助理数据分析员,4k-6k,万得,经验不限,本科,1000-9999人
镇江3,江苏,镇江,销售行政（数据分析）,4k-7k,江苏康众汽配连锁,1-3年,本科,1000-9999人
镇江3,江苏,镇江,数据分析员（2019届校招）,4k-6k,万得,应届生,本科,1000-9999人
镇江3,江苏,镇江,物流数据分析专员,4k-6k,南京领添,经验不限,大专,1000-9999人
镇江3,江苏,镇江,数据分析实习生,1k-2k,孩子王,经验不限,本科,10000人以上
镇江3,江苏,镇江,数据分析,4k-6k,运满满,经验不限,大专,1000-9999人
镇江3,江苏,镇江,数据分析经理,9k-13k,苏宁云商集团,3-5年,本科,10000人以上
镇江3,江苏,镇江,数据分析师/算法研究员（南京）,13k-25k,数聚能源科技,1-3年,硕士,20-99人
镇江3,江苏,镇江,数据分析员,4k-7k,江苏康众汽配连锁,1-3年,本科,1000-9999人
镇江3,江苏,镇江,数据分析师,7k-12k,南京功夫豆,3-5年,大专,20-99人
镇江3,江苏,镇江,数据分析算法工程师,6k-10k,超星集团,1-3年,硕士,1000-9999人
镇江3,江苏,镇江,数据分析师,25k-50k,中兴力维,5-10年,硕士,1000-9999人
镇江3,江苏,镇江,数据分析员（财务方向）,4k-8k,万得,1-3年,本科,1000-9999人
镇江3,江苏,镇江,数据分析（美团、拉扎斯）,4k-8k,卤人甲,1-3年,大专,100-499人
镇江3,江苏,镇江,数据分析师,8k-10k,碗筷餐饮知识营,1-3年,本科,20-99人
镇江3,江苏,镇江,美团、拉扎斯数据分析,5k-10k,卤人甲,经验不限,大专,20-99人
镇江3,江苏,镇江,数据分析师,15k-30k,通派,经验不限,学历不限,20-99人
镇江3,江苏,镇江,数据分析师,5k-8k,莉莉丝绸,1-3年,大专,100-499人
镇江3,江苏,镇江,金融数据分析,4k-6k,万得,1年以内,本科,1000-9999人
镇江3,江苏,镇江,助理数据分析员,4k-6k,万得,1年以内,本科,1000-9999人
镇江3,江苏,镇江,数据分析师,8k-10k,艾仕欣,1-3年,本科,20-99人
镇江3,江苏,镇江,助理数据分析员,4k-6k,万得,经验不限,本科,1000-9999人
镇江3,江苏,镇江,数据分析师,3k-5k,运满满,1年以内,大专,1000-9999人
镇江3,江苏,镇江,数据分析主管,4k-6k,云杉美菜,1-3年,大专,10000人以上
镇江3,江苏,镇江,行研方向高级专家/资深数据分析师,10k-15k,指食针,1-3年,硕士,20-99人
镇江3,江苏,镇江,数据分析师,6k-8k,南京链家,1-3年,本科,10000人以上
镇江4,江苏,镇江,数据分析师,17k-34k,华为,3-5年,本科,10000人以上
镇江4,江苏,镇江,数据分析师,11k-22k,苏宁体育,3-5年,本科,500-999人
镇江4,江苏,镇江,数据分析师,4k-6k,万得,1年以内,本科,1000-9999人
镇江4,江苏,镇江,数据分析,5k-8k,SheIn,1年以内,本科,1000-9999人
镇江4,江苏,镇江,数据分析员,4k-6k,万得,1年以内,本科,1000-9999人
镇江4,江苏,镇江,数据分析,5k-8k,孩子王,1-3年,本科,10000人以上
镇江4,江苏,镇江,数据分析师,5k-10k,智器云科技,1-3年,本科,20-99人
镇江4,江苏,镇江,数据分析师,15k-30k,上海冰鉴,经验不限,本科,100-499人
镇江4,江苏,镇江,数据分析师,4k-6k,南京领添,1年以内,本科,1000-9999人
镇江4,江苏,镇江,数据分析师,10k-13k,悦才,1-3年,硕士,100-499人
镇江4,江苏,镇江,数据分析师（项目）,4k-8k,万得,经验不限,本科,1000-9999人
镇江4,江苏,镇江,数据分析师,10k-15k,浦和数据,经验不限,本科,20-99人
镇江4,江苏,镇江,数据分析员（金融经济方向）,4k-8k,万得,1-3年,本科,1000-9999人
镇江4,江苏,镇江,数据分析师,6k-10k,江苏启润科技有限公司,经验不限,硕士,20-99人
镇江4,江苏,镇江,数据分析师,9k-12k,融奕数智,应届生,本科,20-99人
镇江4,江苏,镇江,数据分析高级工程师,18k-30k,盖闻网络,3-5年,大专,100-499人
镇江4,江苏,镇江,数据分析师/数据运营实习岗,3k-5k,指食针,1年以内,本科,20-99人
镇江4,江苏,镇江,数据分析员(金融),4k-6k,万得,经验不限,本科,1000-9999人
镇江4,江苏,镇江,销售支持（数据分析支持）,6k-7k,今日头条,1-3年,本科,10000人以上
镇江4,江苏,镇江,数据分析助理,2k-3k,江苏启润科技有限公司,经验不限,本科,20-99人
镇江4,江苏,镇江,数据分析员,4k-6k,万得,经验不限,本科,1000-9999人
镇江4,江苏,镇江,COD专员（数据分析）,4k-6k,南京领添,应届生,本科,1000-9999人
镇江4,江苏,镇江,数据分析师,10k-15k,薏凡特,3-5年,本科,100-499人
镇江4,江苏,镇江,数据分析师,4k-6k,车置宝,经验不限,本科,1000-9999人
镇江4,江苏,镇江,经营数据分析,6k-10k,苏博医学,经验不限,大专,1000-9999人
镇江4,江苏,镇江,数据分析工程师,12k-24k,运满满,1-3年,本科,1000-9999人
镇江4,江苏,镇江,商品专员数据分析专员,4k-6k,DUSTY,1-3年,大专,100-499人
镇江4,江苏,镇江,助理数据分析员,4k-5k,万得,经验不限,本科,1000-9999人
镇江5,江苏,镇江,数据分析师,10k-15k,CreditX,1-3年,本科,20-99人
镇江5,江苏,镇江,数据分析师,10k-20k,苏宁云商集团,1-3年,本科,10000人以上
镇江5,江苏,镇江,数据分析师,8k-12k,青书,1年以内,本科,100-499人
镇江5,江苏,镇江,数据分析工程师,10k-15k,西桥科技,1-3年,硕士,20-99人
镇江5,江苏,镇江,数据分析员（证券、银行、保险）,5k-7k,万得,1-3年,本科,1000-9999人
镇江5,江苏,镇江,数据分析员（财会）,4k-6k,万得,1-3年,本科,1000-9999人
镇江5,江苏,镇江,汽车数据分析师,10k-20k,车300,1-3年,本科,100-499人
镇江5,江苏,镇江,数据分析师,4k-8k,万得,经验不限,本科,1000-9999人
镇江5,江苏,镇江,数据分析师,4k-8k,南京菠萝蜜,1-3年,中专/中技,1000-9999人
镇江5,江苏,镇江,数据分析专员,5k-10k,南京逸居,1年以内,大专,20-99人
镇江5,江苏,镇江,数据分析师,4k-8k,烯盈信息技术,经验不限,本科,20-99人
镇江5,江苏,镇江,产品经理（数据分析）,15k-25k,Suning,3-5年,本科,10000人以上
镇江5,江苏,镇江,资深数据分析师/行研方向高级专家,10k-15k,指食针,3-5年,本科,20-99人
镇江5,江苏,镇江,数据分析师,25k-50k,上海冰鉴,3-5年,硕士,100-499人
镇江5,江苏,镇江,数据分析员（金融）,4k-8k,万得,经验不限,本科,1000-9999人
镇江5,江苏,镇江,数据分析员（金融方向）,5k-8k,万得,经验不限,本科,1000-9999人
镇江5,江苏,镇江,数据分析专员,5k-10k,南京链家,1-3年,本科,10000人以上
镇江5,江苏,镇江,数据分析师,10k-20k,苏宁易购,3-5年,本科,10000人以上
镇江5,江苏,镇江,数据分析员（金融）,4k-6k,万得,1-3年,本科,1000-9999人
镇江5,江苏,镇江,数据分析主管,5k-7k,美菜网,3-5年,本科,10000人以上
镇江5,江苏,镇江,数据分析师,12k-24k,联成科技,3-5年,本科,100-499人
镇江5,江苏,镇江,数据分析师,15k-30k,vivo,3-5年,本科,10000人以上
镇江5,江苏,镇江,数据分析员,4k-6k,万得,1年以内,本科,1000-9999人
镇江5,江苏,镇江,数据分析师,8k-16k,南京四象,1-3年,本科,20-99人
镇江5,江苏,镇江,高级数据分析员（EDB）,4k-6k,万得,1-3年,本科,1000-9999人
镇江5,江苏,镇江,产品经理（招聘、培训、数据分析））,15k-30k,Suning,3-5年,本科,10000人以上
镇江5,江苏,镇江,数据分析员（经济）,4k-6k,万得,经验不限,本科,1000-9999人
镇江5,江苏,镇江,数据分析专员,3k-5k,江苏辉源供应链管理,经验不限,中专/中技,1000-9999人
镇江6,江苏,镇江,数据分析,5k-6k,南京万川华拓,1-3年,大专,100-499人
镇江6,江苏,镇江,数据分析员(期权),4k-6k,万得,1-3年,本科,1000-9999人
镇江6,江苏,镇江,高级数据分析员（股债基）,4k-6k,万得,1-3年,本科,1000-9999人
镇江6,江苏,镇江,助理数据分析员（金融方向）,4k-6k,万得,经验不限,本科,1000-9999人
镇江6,江苏,镇江,金融数据分析师,4k-6k,万得,经验不限,本科,1000-9999人
镇江6,江苏,镇江,金融数据分析师,4k-6k,万得,1年以内,本科,1000-9999人
镇江6,江苏,镇江,数据分析师,10k-20k,车300,5-10年,本科,100-499人
镇江6,江苏,镇江,数据分析员（金融）,4k-8k,万得,应届生,本科,1000-9999人
镇江6,江苏,镇江,高级数据分析经理,12k-24k,佰聆数据,3-5年,本科,100-499人
镇江6,江苏,镇江,商业数据分析,6k-8k,孩子王,1-3年,大专,10000人以上
镇江6,江苏,镇江,数据分析工程师,6k-9k,来檬科技,经验不限,本科,0-20人
镇江6,江苏,镇江,数据分析员（环境研究员）,5k-10k,南大五维科技,经验不限,硕士,20-99人
镇江6,江苏,镇江,数据分析与报表开发实习,2k-3k,Wishare,应届生,本科,20-99人
镇江6,江苏,镇江,数据分析-风控,10k-20k,车300,1-3年,本科,100-499人
镇江6,江苏,镇江,数据分析员（金融）,4k-5k,万得,1-3年,本科,1000-9999人
镇江6,江苏,镇江,高级数据分析师,15k-30k,中兴力维,3-5年,本科,1000-9999人
镇江6,江苏,镇江,财务支持/数据分析专员,4k-6k,团聚新媒体,1-3年,大专,100-499人
镇江6,江苏,镇江,数据分析师,10k-16k,饿了么,5-10年,本科,1000-9999人
镇江6,江苏,镇江,数据分析专员 数据分析师 OPBP,5k-10k,南京链家,1-3年,本科,10000人以上
镇江6,江苏,镇江,商业数据分析,8k-16k,瑞莱特云科技,5-10年,本科,100-499人
镇江6,江苏,镇江,数据分析员(外汇),4k-6k,万得,经验不限,本科,1000-9999人
镇江6,江苏,镇江,数据分析员(期货),4k-6k,万得,经验不限,本科,1000-9999人
镇江6,江苏,镇江,数据分析专家（反欺诈）,13k-25k,苏宁金融,3-5年,本科,1000-9999人
镇江6,江苏,镇江,资深数据分析师,15k-30k,车慧检,3-5年,本科,100-499人
镇江6,江苏,镇江,汽车行业数据分析师,8k-16k,车300,3-5年,本科,100-499人
镇江6,江苏,镇江,数据分析师,4k-5k,上海细微信息,1年以内,大专,1000-9999人
镇江6,江苏,镇江,会员运营数据分析师,7k-10k,苏宁云商集团,1-3年,本科,10000人以上
镇江7,江苏,镇江,投诉专员（数据分析方向）,4k-6k,南京领添,经验不限,大专,1000-9999人
镇江7,江苏,镇江,经营数据分析,8k-15k,苏博医学,经验不限,学历不限,1000-9999人
镇江7,江苏,镇江,数据分析师,8k-16k,南瑞,经验不限,本科,500-999人
镇江7,江苏,镇江,风险数据分析,12k-17k,江融信,1-3年,大专,100-499人
镇江7,江苏,镇江,数据分析,8k-12k,苏宁易购,1-3年,本科,10000人以上
镇江7,江苏,镇江,数据分析师,4k-6k,万得咨询,经验不限,本科,1000-9999人
镇江7,江苏,镇江,数据分析专员,4k-6k,云厨一站,1-3年,大专,1000-9999人
镇江7,江苏,镇江,数据科学家/数据分析师,20k-40k,上海冰鉴,3-5年,硕士,100-499人
镇江7,江苏,镇江,产品总监（数据分析、工具平台、数仓）,35k-70k,Suning,5-10年,本科,10000人以上
镇江7,江苏,镇江,数据分析师(俄语),4k-8k,万得,经验不限,本科,1000-9999人
镇江7,江苏,镇江,数据分析主管,5k-10k,卤人甲,3-5年,大专,100-499人
镇江7,江苏,镇江,数据分析工程师,12k-24k,华域云脑,5-10年,本科,20-99人
镇江7,江苏,镇江,数据分析师,18k-30k,群智地产,3-5年,硕士,100-499人
镇江7,江苏,镇江,数据分析员（财务）,4k-8k,万得,应届生,大专,1000-9999人
镇江7,江苏,镇江,数据分析师,4k-8k,南京菠萝蜜,1年以内,中专/中技,1000-9999人
镇江7,江苏,镇江,产品经理（体育-数据分析方向）,10k-20k,Suning,3-5年,本科,10000人以上
镇江7,江苏,镇江,数据分析师,15k-30k,中兴力维,3-5年,本科,1000-9999人
镇江7,江苏,镇江,网易严选-高级数据分析师（杭州）,20k-40k,网易杭州,3-5年,本科,10000人以上
镇江7,江苏,镇江,数据分析技术总监,30k-60k,Suning,经验不限,本科,10000人以上
镇江7,江苏,镇江,高级数据分析师（南京中行项目组）,20k-40k,索信达,3-5年,本科,100-499人
镇江7,江苏,镇江,数据分析经理,12k-24k,孩子王,3-5年,大专,10000人以上
镇江7,江苏,镇江,数据分析师,6k-8k,南京鼎智清,应届生,本科,20-99人
镇江7,江苏,镇江,数据分析,4k-8k,卤人甲,1-3年,大专,100-499人
镇江7,江苏,镇江,数据分析师,10k-20k,美林数据,3-5年,本科,100-499人
镇江7,江苏,镇江,数据分析师,5k-8k,明树数据,1-3年,本科,20-99人
镇江7,江苏,镇江,会员数据分析,6k-12k,孩子王,1-3年,本科,10000人以上
镇江7,江苏,镇江,数据分析主管,5k-7k,美菜网,3-5年,本科,10000人以上
镇江7,江苏,镇江,数据分析工程师,7k-12k,亿迅,1-3年,本科,1000-9999人
镇江7,江苏,镇江,数据分析工程师,10k-16k,西桥科技,1-3年,硕士,20-99人
镇江8,江苏,镇江,数据分析师,12k-24k,苏宁易购,1-3年,本科,10000人以上
镇江8,江苏,镇江,数据分析经理,6k-9k,苏宁易购,1-3年,本科,10000人以上
镇江8,江苏,镇江,商业数据分析,8k-16k,南京领添,3-5年,本科,1000-9999人
镇江8,江苏,镇江,数据分析师,10k-20k,苏宁,3-5年,本科,10000人以上
镇江8,江苏,镇江,数据分析师（医药）,5k-6k,万得,经验不限,本科,1000-9999人
镇江8,江苏,镇江,助理数据分析员,3k-6k,万得,1年以内,本科,1000-9999人
镇江8,江苏,镇江,数据分析,4k-8k,运满满,1-3年,本科,1000-9999人
镇江8,江苏,镇江,数据分析师,10k-20k,宁泽金融科技有限公司,3-5年,本科,20-99人
镇江8,江苏,镇江,数据分析,15k-25k,苏宁云商集团,经验不限,本科,10000人以上
镇江8,江苏,镇江,BI数据分析师,10k-20k,途牛旅游网,3-5年,本科,1000-9999人
镇江8,江苏,镇江,数据分析师,12k-24k,苏宁易购,1年以内,本科,10000人以上
镇江8,江苏,镇江,数据分析,8k-15k,明树数据,1-3年,本科,20-99人
镇江8,江苏,镇江,线下运营数据分析,4k-5k,运满满,经验不限,大专,1000-9999人
镇江8,江苏,镇江,数据分析师,7k-12k,苏宁易购,3-5年,本科,10000人以上
镇江8,江苏,镇江,数据分析师,8k-15k,vivo,1-3年,本科,10000人以上
镇江8,江苏,镇江,数据分析产品经理,10k-20k,苏宁易购,3-5年,本科,10000人以上
镇江8,江苏,镇江,数据分析处理工程师,6k-7k,龙联信息,1-3年,大专,20-99人
镇江8,江苏,镇江,零售产品经理（数据分析与挖掘）,20k-40k,苏宁IT,5-10年,本科,10000人以上
镇江8,江苏,镇江,数据分析,4k-6k,万得,经验不限,本科,1000-9999人
镇江8,江苏,镇江,数据分析师,12k-20k,小黑鱼,经验不限,本科,500-999人
镇江8,江苏,镇江,数据分析师/标注,3k-5k,鼎研世纪科技,1年以内,大专,100-499人
镇江8,江苏,镇江,数据分析（懂车爱车）,10k-20k,车300,1-3年,本科,100-499人
镇江8,江苏,镇江,数据分析员(财会),3k-6k,万得,经验不限,本科,1000-9999人
镇江8,江苏,镇江,数据分析工程师/专家,25k-50k,运满满,3-5年,学历不限,1000-9999人
镇江8,江苏,镇江,数据分析挖掘,12k-24k,苏宁银行,5-10年,本科,500-999人
镇江8,江苏,镇江,数据分析师,8k-15k,南京烽火,1-3年,本科,1000-9999人
镇江8,江苏,镇江,数据分析员(财会),3k-6k,万得,经验不限,本科,1000-9999人
镇江8,江苏,镇江,数据分析师,4k-6k,南京薏凡特,1年以内,本科,100-499人
镇江8,江苏,镇江,数据分析师,10k-20k,苏宁金融,3-5年,本科,1000-9999人
苏州2,江苏,苏州,数据分析专员,4k-7k,苏州小棉袄信息技术,1-3年,本科,100-499人
苏州2,江苏,苏州,数据分析师,8k-10k,同程旅游,1-3年,本科,10000人以上
苏州2,江苏,苏州,手游数据分析师,6k-12k,玩友时代,经验不限,本科,1000-9999人
苏州2,江苏,苏州,高级数据分析师,13k-25k,神海港航数据,3-5年,本科,100-499人
苏州2,江苏,苏州,临床数据分析,5k-10k,朱剑推拿保健服务中心,1-3年,大专,0-20人
苏州2,江苏,苏州,数据分析师,10k-20k,苏州工品汇,3-5年,本科,500-999人
苏州2,江苏,苏州,运营助理/数据分析,4k-8k,启信宝,经验不限,本科,100-499人
苏州2,江苏,苏州,业务分析/数据分析/市场分析调研,5k-9k,链家,1-3年,本科,10000人以上
苏州2,江苏,苏州,资深数据分析师,15k-30k,智慧芽,5-10年,本科,500-999人
苏州2,江苏,苏州,数据分析师,6k-8k,五一互联,1-3年,本科,100-499人
苏州2,江苏,苏州,数据分析员,4k-6k,众言网络,经验不限,本科,100-499人
苏州2,江苏,苏州,初级数据分析师,10k-17k,智慧芽,1-3年,硕士,500-999人
苏州2,江苏,苏州,数据分析师,15k-25k,饿了么,3-5年,本科,1000-9999人
苏州2,江苏,苏州,数据分析,8k-15k,东方通泰,3-5年,大专,20-99人
苏州2,江苏,苏州,数据分析员,4k-6k,众言网络,应届生,本科,100-499人
苏州2,江苏,苏州,数据分析师,8k-10k,昆山千金电子有限公司,1-3年,大专,20-99人
苏州2,江苏,苏州,数据分析师,10k-20k,科沃斯机器人有限公司,3-5年,本科,1000-9999人
苏州2,江苏,苏州,高级数据分析师,10k-20k,瑞小云,3-5年,本科,20-99人
苏州2,江苏,苏州,数据分析,20k-40k,同程艺龙,5-10年,硕士,1000-9999人
苏州2,江苏,苏州,数据分析师,10k-12k,江苏远大,1-3年,本科,100-499人
苏州2,江苏,苏州,数据分析员,6k-8k,美宜佳便利店,1年以内,大专,10000人以上
苏州2,江苏,苏州,数据分析师,8k-12k,同程艺龙,1-3年,本科,1000-9999人
苏州2,江苏,苏州,数据分析师,8k-15k,盈天地,3-5年,本科,100-499人
苏州2,江苏,苏州,数据分析师/网络推广数据分析,5k-10k,维多利亚,1-3年,本科,100-499人
苏州2,江苏,苏州,数据分析师,6k-10k,苏州美莱美容,3-5年,本科,100-499人
苏州2,江苏,苏州,数据分析师（经理）,15k-25k,神海港航数据,5-10年,本科,100-499人
苏州3,江苏,苏州,电网数据分析工程师,3k-4k,东昇咨询,经验不限,大专,20-99人
苏州3,江苏,苏州,数据分析师,4k-6k,南讯传媒,1-3年,大专,100-499人
苏州3,江苏,苏州,数据分析,5k-8k,中德宏泰,1-3年,本科,100-499人
苏州3,江苏,苏州,数据分析专员,5k-8k,同程艺龙,经验不限,大专,1000-9999人
苏州3,江苏,苏州,数据分析师,5k-8k,有推科技,1-3年,本科,20-99人
苏州3,江苏,苏州,数据分析,4k-6k,天可电讯,经验不限,大专,100-499人
苏州3,江苏,苏州,数据分析专员,4k-6k,万科物业,1-3年,本科,10000人以上
苏州3,江苏,苏州,数据分析师,10k-15k,东方通泰,3-5年,本科,20-99人
苏州3,江苏,苏州,数据分析师,6k-9k,同程旅游,1年以内,大专,10000人以上
苏州3,江苏,苏州,数据分析,10k-20k,苏州瑞翼,1-3年,本科,100-499人
苏州3,江苏,苏州,数据分析师,5k-10k,百贝宝公司,3-5年,本科,100-499人
苏州3,江苏,苏州,商业数据分析,4k-7k,丁香精品酒店,3-5年,本科,0-20人
苏州3,江苏,苏州,大数据统计,5k-8k,苏州爱拍文化产权交易,1-3年,本科,100-499人
苏州3,江苏,苏州,实习生,3k-5k,星巴克,应届生,大专,1000-9999人
苏州3,江苏,苏州,数据分析师,7k-9k,南讯传媒,3-5年,本科,100-499人
苏州3,江苏,苏州,直通车推广专员,6k-7k,迅淘电商,1-3年,学历不限,0-20人
苏州3,江苏,苏州,生物分析员（双休+五险一金）,4k-8k,上海蓝沙生物科技...,1-3年,本科,20-99人
苏州3,江苏,苏州,天猫运营,8k-16k,慕恩家具,1-3年,大专,20-99人
苏州3,江苏,苏州,运营助理/专员,3k-4k,金峰俊杰,1年以内,大专,0-20人
苏州3,江苏,苏州,外贸专员,6k-8k,立梵,1年以内,本科,0-20人
苏州3,江苏,苏州,客服经理,4k-8k,卓成科技,1年以内,本科,20-99人
苏州3,江苏,苏州,销售助理,10k-11k,紫舞线女子健身会馆,1年以内,高中,100-499人
苏州3,江苏,苏州,电商运营,5k-10k,优益生物,3-5年,大专,20-99人
苏州3,江苏,苏州,金融数据分析师,10k-20k,盈天地,3-5年,本科,100-499人
苏州4,江苏,苏州,后勤,3k-4k,卓龙家居,1-3年,大专,100-499人
苏州4,江苏,苏州,会计,5k-8k,NAPPA家居,5-10年,大专,20-99人
苏州4,江苏,苏州,商业数据分析师,12k-20k,同程艺龙,3-5年,本科,1000-9999人
苏州4,江苏,苏州,数据架构师,6k-8k,奈凡居品,1-3年,学历不限,0-20人
苏州4,江苏,苏州,产品经理,5k-10k,卉好,经验不限,高中,20-99人
苏州4,江苏,苏州,电商运营,4k-5k,企优托,1年以内,本科,500-999人
苏州4,江苏,苏州,产品专员,3k-5k,发源地文化传媒,经验不限,大专,20-99人
苏州4,江苏,苏州,电商运营,5k-6k,金峰俊杰,1年以内,本科,0-20人
苏州4,江苏,苏州,SEO,4k-7k,领军足球,1-3年,本科,0-20人
苏州4,江苏,苏州,奢侈品电商运营,6k-10k,立梵,1-3年,本科,0-20人
苏州4,江苏,苏州,电商运营,5k-7k,浦上精工,1年以内,本科,0-20人
苏州4,江苏,苏州,Inventory Analyst（数据分析）,5k-6k,天可电讯,经验不限,大专,100-499人
苏州4,江苏,苏州,数据运营,6k-7k,今锦上食品,1年以内,本科,100-499人
苏州4,江苏,苏州,跨境电商运营,1k-2k,NAPPA家居,1-3年,大专,20-99人
苏州4,江苏,苏州,产品经理,20k-30k,悦腾装饰,1年以内,本科,100-499人
苏州4,江苏,苏州,推荐产品经理,12k-22k,同程艺龙,3-5年,本科,1000-9999人
苏州4,江苏,苏州,新媒体运营,5k-6k,云川影视,3-5年,本科,0-20人
苏州4,江苏,苏州,运营经理/主管,8k-9k,慕摄影,3-5年,本科,20-99人
苏州4,江苏,苏州,线上运营,5k-10k,美人渔,1年以内,本科,20-99人
苏州4,江苏,苏州,采购经理,3k-4k,金南瓜,经验不限,本科,20-99人
苏州4,江苏,苏州,战略咨询师,30k-40k,崛起品牌营销,5-10年,硕士,20-99人
苏州4,江苏,苏州,客服经理,5k-10k,誉金阁装饰工程,1-3年,学历不限,20-99人
苏州5,江苏,苏州,微信社群运营专员,4k-6k,壹号果仓,1年以内,大专,100-499人
苏州5,江苏,苏州,教务经理,6k-12k,龙学门教育,3-5年,大专,100-499人
苏州5,江苏,苏州,淘宝运营 阿里巴巴运营,4k-8k,企优托,应届生,大专,500-999人
苏州5,江苏,苏州,视频运营,4k-8k,趣想,1-3年,本科,0-20人
苏州5,江苏,苏州,电商运营,5k-10k,创多多,1-3年,本科,20-99人
苏州5,江苏,苏州,课程顾问,4k-8k,三六六教育,经验不限,大专,1000-9999人
苏州5,江苏,苏州,外贸业务员,5k-6k,特而特精密,3-5年,本科,20-99人
苏州5,江苏,苏州,电商运营,3k-6k,安踏架业,1年以内,大专,20-99人
苏州5,江苏,苏州,咨询热线/呼叫中心客服,2k-3k,美亚视野,经验不限,学历不限,20-99人
苏州5,江苏,苏州,微信运营,5k-10k,钉来了,1-3年,本科,20-99人
苏州5,江苏,苏州,网店客服,3k-4k,康钛厨具,1年以内,大专,20-99人
苏州5,江苏,苏州,电商营销活动策划经理,6k-7k,迅淘电商,1-3年,本科,0-20人
苏州5,江苏,苏州,网站运营,4k-6k,壹号果仓,1-3年,大专,100-499人
苏州5,江苏,苏州,运营经理/主管,6k-7k,启普微,1-3年,本科,20-99人
苏州5,江苏,苏州,电商运营,6k-8k,安知鱼,经验不限,学历不限,20-99人
苏州5,江苏,苏州,网络推广,4k-8k,冉熙咨询,1-3年,大专,20-99人
苏州5,江苏,苏州,采购经理,5k-7k,Jst,1-3年,中专/中技,0-20人
苏州5,江苏,苏州,客服经理,6k-12k,NAPPA家居,3-5年,大专,20-99人
苏州5,江苏,苏州,淘宝/天猫运营,8k-9k,迅淘电商,1-3年,学历不限,0-20人
